"GOV","Level of government","TAX","Revenue category","YEA","Year","Value","Flag Codes","Flags"
"NES","Total","5123_L02_SLE","Other customs duties","2002","2002",7757,,
"NES","Total","5123_L02_SLE","Other customs duties","2003","2003",7018,,
"NES","Total","5123_L02_SLE","Other customs duties","2004","2004",9655,,
"NES","Total","5123_L02_SLE","Other customs duties","2005","2005",13707,,
"NES","Total","5123_L02_SLE","Other customs duties","2006","2006",9817,,
"NES","Total","5123_L02_SLE","Other customs duties","2007","2007",9015,,
"NES","Total","5123_L02_SLE","Other customs duties","2008","2008",16770,,
"NES","Total","5123_L02_SLE","Other customs duties","2009","2009",13382,,
"NES","Total","5123_L02_SLE","Other customs duties","2010","2010",0,,
"NES","Total","5123_L02_SLE","Other customs duties","2011","2011",0,,
"NES","Total","5123_L02_SLE","Other customs duties","2012","2012",4111,,
"NES","Total","5123_L02_SLE","Other customs duties","2013","2013",0,,
"NES","Total","5123_L02_SLE","Other customs duties","2014","2014",0,,
"NES","Total","5123_L02_SLE","Other customs duties","2015","2015",0,,
"NES","Total","5123_L02_SLE","Other customs duties","2016","2016",0,,
"NES","Total","5123_L02_SLE","Other customs duties","2017","2017",0,,
"NES","Total","5123_L02_SLE","Other customs duties","2018","2018",0,,
"NES","Total","5123_L02_SLE","Other customs duties","2019","2019",0,,
"NES","Total","5123_L02_SLE","Other customs duties","2020","2020",0,,
"NES","Total","5123_L02_SLE","Other customs duties","2021","2021",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2001","2001",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2002","2002",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2003","2003",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2004","2004",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2005","2005",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2006","2006",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2007","2007",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2008","2008",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2009","2009",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2010","2010",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2011","2011",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2012","2012",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2013","2013",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2014","2014",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2015","2015",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2016","2016",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2017","2017",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2018","2018",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2019","2019",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2020","2020",0,,
"FED","Federal or Central government","5124","5124 Taxes on exports","2021","2021",0,,
"NES","Total","5124","5124 Taxes on exports","2001","2001",0,,
"NES","Total","5124","5124 Taxes on exports","2002","2002",0,,
"NES","Total","5124","5124 Taxes on exports","2003","2003",0,,
"NES","Total","5124","5124 Taxes on exports","2004","2004",0,,
"NES","Total","5124","5124 Taxes on exports","2005","2005",0,,
"NES","Total","5124","5124 Taxes on exports","2006","2006",0,,
"NES","Total","5124","5124 Taxes on exports","2007","2007",0,,
"NES","Total","5124","5124 Taxes on exports","2008","2008",0,,
"NES","Total","5124","5124 Taxes on exports","2009","2009",0,,
"NES","Total","5124","5124 Taxes on exports","2010","2010",0,,
"NES","Total","5124","5124 Taxes on exports","2011","2011",0,,
"NES","Total","5124","5124 Taxes on exports","2012","2012",0,,
"NES","Total","5124","5124 Taxes on exports","2013","2013",0,,
"NES","Total","5124","5124 Taxes on exports","2014","2014",0,,
"NES","Total","5124","5124 Taxes on exports","2015","2015",0,,
"NES","Total","5124","5124 Taxes on exports","2016","2016",0,,
"NES","Total","5124","5124 Taxes on exports","2017","2017",0,,
"NES","Total","5124","5124 Taxes on exports","2018","2018",0,,
"NES","Total","5124","5124 Taxes on exports","2019","2019",0,,
"NES","Total","5124","5124 Taxes on exports","2020","2020",0,,
"NES","Total","5124","5124 Taxes on exports","2021","2021",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2001","2001",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2002","2002",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2003","2003",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2004","2004",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2005","2005",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2006","2006",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2007","2007",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2008","2008",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2009","2009",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2010","2010",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2011","2011",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2012","2012",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2013","2013",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2014","2014",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2015","2015",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2016","2016",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2017","2017",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2018","2018",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2019","2019",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2020","2020",0,,
"FED","Federal or Central government","5125","5125 Taxes on investment goods","2021","2021",0,,
"NES","Total","5125","5125 Taxes on investment goods","2001","2001",0,,
"NES","Total","5125","5125 Taxes on investment goods","2002","2002",0,,
"NES","Total","5125","5125 Taxes on investment goods","2003","2003",0,,
"NES","Total","5125","5125 Taxes on investment goods","2004","2004",0,,
"NES","Total","5125","5125 Taxes on investment goods","2005","2005",0,,
"NES","Total","5125","5125 Taxes on investment goods","2006","2006",0,,
"NES","Total","5125","5125 Taxes on investment goods","2007","2007",0,,
"NES","Total","5125","5125 Taxes on investment goods","2008","2008",0,,
"NES","Total","5125","5125 Taxes on investment goods","2009","2009",0,,
"NES","Total","5125","5125 Taxes on investment goods","2010","2010",0,,
"NES","Total","5125","5125 Taxes on investment goods","2011","2011",0,,
"NES","Total","5125","5125 Taxes on investment goods","2012","2012",0,,
"NES","Total","5125","5125 Taxes on investment goods","2013","2013",0,,
"NES","Total","5125","5125 Taxes on investment goods","2014","2014",0,,
"NES","Total","5125","5125 Taxes on investment goods","2015","2015",0,,
"NES","Total","5125","5125 Taxes on investment goods","2016","2016",0,,
"NES","Total","5125","5125 Taxes on investment goods","2017","2017",0,,
"NES","Total","5125","5125 Taxes on investment goods","2018","2018",0,,
"NES","Total","5125","5125 Taxes on investment goods","2019","2019",0,,
"NES","Total","5125","5125 Taxes on investment goods","2020","2020",0,,
"NES","Total","5125","5125 Taxes on investment goods","2021","2021",0,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2001","2001",698,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2002","2002",1239,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2003","2003",2535,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2004","2004",3717,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2005","2005",4288,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2006","2006",15502,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2007","2007",20732,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2008","2008",24155,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2009","2009",28803,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2010","2010",11279,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2011","2011",6715,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2012","2012",4630,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2013","2013",5630,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2014","2014",8532,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2015","2015",6354,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2016","2016",8288,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2017","2017",5510,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2018","2018",0,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2019","2019",9949,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2020","2020",0,,
"FED","Federal or Central government","5126","5126 Taxes on specific services","2021","2021",0,,
"NES","Total","5126","5126 Taxes on specific services","2001","2001",698,,
"NES","Total","5126","5126 Taxes on specific services","2002","2002",1239,,
"NES","Total","5126","5126 Taxes on specific services","2003","2003",2535,,
"NES","Total","5126","5126 Taxes on specific services","2004","2004",3717,,
"NES","Total","5126","5126 Taxes on specific services","2005","2005",4288,,
"NES","Total","5126","5126 Taxes on specific services","2006","2006",15502,,
"NES","Total","5126","5126 Taxes on specific services","2007","2007",20732,,
"NES","Total","5126","5126 Taxes on specific services","2008","2008",24155,,
"NES","Total","5126","5126 Taxes on specific services","2009","2009",28803,,
"NES","Total","5126","5126 Taxes on specific services","2010","2010",11279,,
"NES","Total","5126","5126 Taxes on specific services","2011","2011",6715,,
"NES","Total","5126","5126 Taxes on specific services","2012","2012",4630,,
"NES","Total","5126","5126 Taxes on specific services","2013","2013",5630,,
"NES","Total","5126","5126 Taxes on specific services","2014","2014",8532,,
"NES","Total","5126","5126 Taxes on specific services","2015","2015",6354,,
"NES","Total","5126","5126 Taxes on specific services","2016","2016",8288,,
"NES","Total","5126","5126 Taxes on specific services","2017","2017",5510,,
"NES","Total","5126","5126 Taxes on specific services","2018","2018",0,,
"NES","Total","5126","5126 Taxes on specific services","2019","2019",9949,,
"NES","Total","5126","5126 Taxes on specific services","2020","2020",0,,
"NES","Total","5126","5126 Taxes on specific services","2021","2021",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2001","2001",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2002","2002",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2003","2003",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2004","2004",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2005","2005",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2006","2006",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2007","2007",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2008","2008",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2009","2009",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2010","2010",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2011","2011",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2012","2012",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2013","2013",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2014","2014",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2015","2015",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2016","2016",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2017","2017",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2018","2018",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2019","2019",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2020","2020",0,,
"FED","Federal or Central government","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2021","2021",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2001","2001",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2002","2002",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2003","2003",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2004","2004",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2005","2005",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2006","2006",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2007","2007",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2008","2008",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2009","2009",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2010","2010",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2011","2011",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2012","2012",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2013","2013",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2014","2014",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2015","2015",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2016","2016",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2017","2017",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2018","2018",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2019","2019",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2020","2020",0,,
"NES","Total","5127","5127 Other taxes on internat. trade and transactions not included within 5121 to 5126 inclusive","2021","2021",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2001","2001",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2002","2002",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2003","2003",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2004","2004",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2005","2005",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2006","2006",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2007","2007",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2008","2008",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2009","2009",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2010","2010",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2011","2011",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2012","2012",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2013","2013",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2014","2014",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2015","2015",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2016","2016",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2017","2017",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2018","2018",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2019","2019",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2020","2020",0,,
"FED","Federal or Central government","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2021","2021",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2001","2001",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2002","2002",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2003","2003",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2004","2004",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2005","2005",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2006","2006",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2007","2007",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2008","2008",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2009","2009",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2010","2010",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2011","2011",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2012","2012",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2013","2013",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2014","2014",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2015","2015",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2016","2016",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2017","2017",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2018","2018",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2019","2019",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2020","2020",0,,
"NES","Total","5128","5128 Other taxes not included within 5121 to 5127 inclusive","2021","2021",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2001","2001",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2002","2002",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2003","2003",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2004","2004",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2005","2005",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2006","2006",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2007","2007",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2008","2008",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2009","2009",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2010","2010",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2011","2011",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2012","2012",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2013","2013",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2014","2014",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2015","2015",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2016","2016",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2017","2017",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2018","2018",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2019","2019",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2020","2020",0,,
"FED","Federal or Central government","5130","5130 Unallocable between 5110 and 5120","2021","2021",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2001","2001",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2002","2002",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2003","2003",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2004","2004",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2005","2005",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2006","2006",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2007","2007",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2008","2008",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2009","2009",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2010","2010",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2011","2011",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2012","2012",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2013","2013",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2014","2014",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2015","2015",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2016","2016",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2017","2017",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2018","2018",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2019","2019",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2020","2020",0,,
"NES","Total","5130","5130 Unallocable between 5110 and 5120","2021","2021",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2001","2001",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2002","2002",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2003","2003",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2004","2004",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2005","2005",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2006","2006",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2007","2007",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2008","2008",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2009","2009",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2010","2010",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2011","2011",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2012","2012",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2013","2013",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2014","2014",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2015","2015",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2016","2016",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2017","2017",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2018","2018",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2019","2019",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2020","2020",0,,
"FED","Federal or Central government","5200","5200 Taxes on use of goods and perform activities","2021","2021",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2001","2001",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2002","2002",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2003","2003",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2004","2004",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2005","2005",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2006","2006",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2007","2007",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2008","2008",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2009","2009",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2010","2010",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2011","2011",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2012","2012",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2013","2013",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2014","2014",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2015","2015",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2016","2016",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2017","2017",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2018","2018",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2019","2019",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2020","2020",0,,
"NES","Total","5200","5200 Taxes on use of goods and perform activities","2021","2021",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2001","2001",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2002","2002",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2003","2003",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2004","2004",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2005","2005",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2006","2006",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2007","2007",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2008","2008",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2009","2009",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2010","2010",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2011","2011",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2012","2012",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2013","2013",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2014","2014",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2015","2015",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2016","2016",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2017","2017",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2018","2018",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2019","2019",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2020","2020",0,,
"FED","Federal or Central government","5300","5300 Unallocable between 5100 and 5200","2021","2021",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2001","2001",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2002","2002",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2003","2003",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2004","2004",0,,
