"GOV","Level of government","TAX","Revenue category","YEA","Year","Value","Flag Codes","Flags"
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2005","2005",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2006","2006",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2007","2007",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2008","2008",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2009","2009",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2010","2010",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2011","2011",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2012","2012",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2013","2013",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2014","2014",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2015","2015",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2016","2016",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2017","2017",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2018","2018",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2019","2019",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2020","2020",0,,
"NES","Total","5300","5300 Unallocable between 5100 and 5200","2021","2021",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2001","2001",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2002","2002",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2003","2003",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2004","2004",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2005","2005",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2006","2006",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2007","2007",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2008","2008",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2009","2009",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2010","2010",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2011","2011",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2012","2012",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2013","2013",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2014","2014",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2015","2015",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2016","2016",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2017","2017",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2018","2018",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2019","2019",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2020","2020",0,,
"FED","Federal or Central government","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2021","2021",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2001","2001",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2002","2002",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2003","2003",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2004","2004",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2005","2005",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2006","2006",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2007","2007",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2008","2008",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2009","2009",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2010","2010",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2011","2011",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2012","2012",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2013","2013",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2014","2014",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2015","2015",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2016","2016",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2017","2017",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2018","2018",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2019","2019",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2020","2020",0,,
"NES","Total","6000","6000 Taxes other than 1000, 2000, 3000, 4000 and 5000","2021","2021",0,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2001","2001",95735,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2002","2002",169628,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2003","2003",189195,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2004","2004",280220,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2005","2005",393496,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2006","2006",385796,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2007","2007",287255,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2008","2008",321887,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2009","2009",569522,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2010","2010",581303,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2011","2011",993507,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2012","2012",948071,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2013","2013",897386,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2014","2014",1252709,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2015","2015",1359375,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2016","2016",1026117,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2017","2017",1075211,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2018","2018",1516271,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2019","2019",2338842,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2020","2020",3444343,,
"FED","Federal or Central government","TOTALNONTAX","Total non-tax revenue","2021","2021",3376594,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2001","2001",95735,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2002","2002",169628,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2003","2003",189195,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2004","2004",280220,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2005","2005",393496,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2006","2006",385796,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2007","2007",287255,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2008","2008",321887,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2009","2009",569522,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2010","2010",581303,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2011","2011",993507,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2012","2012",948071,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2013","2013",897386,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2014","2014",1252709,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2015","2015",1359375,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2016","2016",1026117,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2017","2017",1075211,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2018","2018",1516271,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2019","2019",2338842,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2020","2020",3444343,,
"NES","Total","TOTALNONTAX","Total non-tax revenue","2021","2021",3376594,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2001","2001",86826,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2002","2002",161335,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2003","2003",179344,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2004","2004",259376,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2005","2005",351870,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2006","2006",346550,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2007","2007",239292,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2008","2008",264632,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2009","2009",500337,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2010","2010",497848,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2011","2011",708659,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2012","2012",632563,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2013","2013",547600,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2014","2014",959476,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2015","2015",1164553,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2016","2016",727000,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2017","2017",683150,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2018","2018",632856,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2019","2019",1248642,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2020","2020",2320695,,
"FED","Federal or Central government","NTR_A","Non-tax revenue: Grants","2021","2021",1652865,,
